S.No.,Rule,Support,Lift,Confidence
297,MINI BABYBEL CHEESE  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
298,ORGANIC SPRING MIX  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
299,ROMA TOMATOES  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
300,GAROFALO PASTA VTY 6/1.1#  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
301,GOURMET MEDLEY POTATOES  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
302,COFFEEMATE F.VAN. 1/64 OZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
303,KS MOIST FLUSHABLE WIPES  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
304,KS 2PLY BATH TIS 30/425SH  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
305,WHOLE GRAIN WHITE 2/32 OZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
306,SUGAR SNAP PEA  , KS PECORINO ROMANO 1.7#RW,0.058,8.5,1
307,KS PECORINO ROMANO 1.7#RW  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
308,FRESH CELERY STALKS  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
309,HALF & HALF UP HG  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
310,GLADE SCENTED OIL HWN BRZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
311,FROSTED MINI-WHEATS 70 OZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
312,ONE A DAY WOMEN'S VITAMIN  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
313,ORGANIC BABY PEAS 8/5#  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
314,ENGLISH CUCUMBERS  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
315,ROMAINE HEARTS  6 CT BAG  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
316,RED SKIN MASHED POTATOES  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
317,NP ORG FLAX GRNOLA 35.3Z  , KS PECORINO ROMANO 1.7#RW,0.058,8.5,1
318,KS PLC WRAP 2/750'11 7/8  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
319,DELUXE VEGETBLE BLND 8/5#  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
320,BTB ORG CHICKEN BASE 16OZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
321,RICE KRISPIE TRT 54/.78 Z  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
322,FRIGO STRING CHEESE 60/1Z  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
323,SCOOP AWAY 42LB LITTER BG  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
324,BAGELS 12 COUNT  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
325,KALAMATA OLIVES 52.9OZ  , KS PECORINO ROMANO 1.7#RW,0.058,17,1
326,KS VITARAIN ZERO 24/20 OZ  , GOURMET CHOCOLATE CHUNK,0.058,17,1
327,KS ORANGE JUICE 1 GALLON  , GOURMET CHOCOLATE CHUNK,0.058,17,1
328,KS 2% LOWFAT MILK 2/1 GAL  , GOURMET CHOCOLATE CHUNK,0.058,17,1
329,GOURMET CHOCOLATE CHUNK  , GOURMET CHOCOLATE CHUNK,0.058,17,1
330,KS WHEAT BREAD  , GOURMET CHOCOLATE CHUNK,0.058,17,1
331,BUTTER POUND CAKE  , GOURMET CHOCOLATE CHUNK,0.058,17,1
332,CNTRY TIME LEMONADE 67.3Z  , GOURMET CHOCOLATE CHUNK,0.058,17,1
333,KS CUTS IN GRAVY 24/13.2  , GOURMET CHOCOLATE CHUNK,0.058,17,1
334,BANANAS  , GOURMET CHOCOLATE CHUNK,0.058,5.666,1
335,CHICKEN ALFREDO  , GOURMET CHOCOLATE CHUNK,0.058,17,1
336,KS PLC WRAP 2/750'11 7/8  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
337,WHOLE GRAIN WHITE 2/32 OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
338,KS MOIST FLUSHABLE WIPES  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
339,FRIGO STRING CHEESE 60/1Z  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
340,DELUXE VEGETBLE BLND 8/5#  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
341,ONE A DAY WOMEN'S VITAMIN  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
342,ORGANIC BABY PEAS 8/5#  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
343,KALAMATA OLIVES 52.9OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
344,BROCCOLI FLORETS 8/3.5#  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
345,GOURMET MEDLEY POTATOES  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
346,FROSTED MINI-WHEATS 70 OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
347,COFFEEMATE F.VAN. 1/64 OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
348,ROMA TOMATOES  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
349,ORGANIC GREEN BEANS 8/5#  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
350,RICE KRISPIE TRT 54/.78 Z  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
351,MINI BABYBEL CHEESE  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
352,ENGLISH CUCUMBERS  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
353,FRESH CELERY STALKS  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
354,BTB ORG CHICKEN BASE 16OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
355,KS PECORINO ROMANO 1.7#RW  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
356,GLADE SCENTED OIL HWN BRZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
357,HALF & HALF UP HG  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
358,RED SKIN MASHED POTATOES  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
359,7-CHZ RAINBOW TORTELLINI  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
360,KS 2PLY BATH TIS 30/425SH  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
361,ORGANIC SPRING MIX  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
362,GAROFALO PASTA VTY 6/1.1#  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
363,GAROFALO SPAG 8/17.6OZ  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
364,SUGAR SNAP PEA  , ROMAINE HEARTS  6 CT BAG,0.058,8.5,1
365,ROMAINE HEARTS  6 CT BAG  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
366,NP ORG FLAX GRNOLA 35.3Z  , ROMAINE HEARTS  6 CT BAG,0.058,8.5,1
367,SCOOP AWAY 42LB LITTER BG  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
368,BAGELS 12 COUNT  , ROMAINE HEARTS  6 CT BAG,0.058,17,1
369,BANANAS  , CHICKEN ALFREDO,0.058,5.666,1
370,CNTRY TIME LEMONADE 67.3Z  , CHICKEN ALFREDO,0.058,17,1
371,KS CUTS IN GRAVY 24/13.2  , CHICKEN ALFREDO,0.058,17,1
372,BUTTER POUND CAKE  , CHICKEN ALFREDO,0.058,17,1
373,KS VITARAIN ZERO 24/20 OZ  , CHICKEN ALFREDO,0.058,17,1
374,GOURMET CHOCOLATE CHUNK  , CHICKEN ALFREDO,0.058,17,1
375,KS WHEAT BREAD  , CHICKEN ALFREDO,0.058,17,1
376,KS 2% LOWFAT MILK 2/1 GAL  , CHICKEN ALFREDO,0.058,17,1
377,KS ORANGE JUICE 1 GALLON  , CHICKEN ALFREDO,0.058,17,1
378,CHICKEN ALFREDO  , CHICKEN ALFREDO,0.058,17,1
379,SALONPAS PAIN RELIEVING  , KS BUTTER QTRS  6-4/1#,0.058,17,1
380,FOUR BEAN SALAD 2/35.5 OZ  , KS BUTTER QTRS  6-4/1#,0.058,17,1
381,WHOLE ARTICHOKES 6/2-32OZ  , KS BUTTER QTRS  6-4/1#,0.058,17,1
382,ORGANIC BABY SPINACH  , KS BUTTER QTRS  6-4/1#,0.058,17,1
383,CRIMINI MUSHROOMS  , KS BUTTER QTRS  6-4/1#,0.058,17,1
384,RASPBERRIES 12OZ CLMSHEL  , KS BUTTER QTRS  6-4/1#,0.058,17,1
385,SUGAR SNAP PEA  , KS BUTTER QTRS  6-4/1#,0.058,8.5,1
386,NP ORG FLAX GRNOLA 35.3Z  , KS BUTTER QTRS  6-4/1#,0.058,8.5,1
387,SALAD MIX  , KS BUTTER QTRS  6-4/1#,0.058,17,1
388,CEDAR GRILLING PLANKS 6PK  , KS BUTTER QTRS  6-4/1#,0.058,17,1
389,WILD PACIFIC COLD WATER  , KS BUTTER QTRS  6-4/1#,0.058,17,1
390,KS HEALTHY WEIGHT CAT 20#  , KS BUTTER QTRS  6-4/1#,0.058,17,1
391,KASIA'S PIEROGI 8/3-14 OZ  , KS BUTTER QTRS  6-4/1#,0.058,17,1
392,KJ GRAND RSV CHARDONNAY  , KS BUTTER QTRS  6-4/1#,0.058,17,1
393,SOUVERAIN CHARDONNAY  , KS BUTTER QTRS  6-4/1#,0.058,17,1
394,CLOS DU BOIS CHARDONNAY  , KS BUTTER QTRS  6-4/1#,0.058,17,1
395,CHKN POTSTICKERS 9/4.2#  , KS BUTTER QTRS  6-4/1#,0.058,17,1
396,BENMARCO MALBEC  , KS BUTTER QTRS  6-4/1#,0.058,17,1
397,BODEGA NORTON MALBEC RSV  , KS BUTTER QTRS  6-4/1#,0.058,17,1
398,LA CARRAIA UMBRIA  , KS BUTTER QTRS  6-4/1#,0.058,17,1
399,CHICKEN POT PIES 8CT/10OZ  , KS BUTTER QTRS  6-4/1#,0.058,17,1
400,KS MALBEC  , KS BUTTER QTRS  6-4/1#,0.058,17,1
401,KS CHARDONNAY 1.5L  , KS BUTTER QTRS  6-4/1#,0.058,17,1
402,KS BUTTER QTRS  6-4/1#  , KS BUTTER QTRS  6-4/1#,0.058,17,1
403,KS BUTTER QTRS  6-4/1#  , WILD PACIFIC COLD WATER,0.058,17,1
404,RASPBERRIES 12OZ CLMSHEL  , WILD PACIFIC COLD WATER,0.058,17,1
405,BENMARCO MALBEC  , WILD PACIFIC COLD WATER,0.058,17,1
406,LA CARRAIA UMBRIA  , WILD PACIFIC COLD WATER,0.058,17,1
407,CHKN POTSTICKERS 9/4.2#  , WILD PACIFIC COLD WATER,0.058,17,1
408,KS CHARDONNAY 1.5L  , WILD PACIFIC COLD WATER,0.058,17,1
409,ORGANIC BABY SPINACH  , WILD PACIFIC COLD WATER,0.058,17,1
410,WHOLE ARTICHOKES 6/2-32OZ  , WILD PACIFIC COLD WATER,0.058,17,1
411,NP ORG FLAX GRNOLA 35.3Z  , WILD PACIFIC COLD WATER,0.058,8.5,1
412,SALAD MIX  , WILD PACIFIC COLD WATER,0.058,17,1
413,CRIMINI MUSHROOMS  , WILD PACIFIC COLD WATER,0.058,17,1
414,SUGAR SNAP PEA  , WILD PACIFIC COLD WATER,0.058,8.5,1
415,KASIA'S PIEROGI 8/3-14 OZ  , WILD PACIFIC COLD WATER,0.058,17,1
416,CHICKEN POT PIES 8CT/10OZ  , WILD PACIFIC COLD WATER,0.058,17,1
417,KS MALBEC  , WILD PACIFIC COLD WATER,0.058,17,1
418,KJ GRAND RSV CHARDONNAY  , WILD PACIFIC COLD WATER,0.058,17,1
419,FOUR BEAN SALAD 2/35.5 OZ  , WILD PACIFIC COLD WATER,0.058,17,1
420,BODEGA NORTON MALBEC RSV  , WILD PACIFIC COLD WATER,0.058,17,1
421,WILD PACIFIC COLD WATER  , WILD PACIFIC COLD WATER,0.058,17,1
422,CEDAR GRILLING PLANKS 6PK  , WILD PACIFIC COLD WATER,0.058,17,1
423,SOUVERAIN CHARDONNAY  , WILD PACIFIC COLD WATER,0.058,17,1
424,SALONPAS PAIN RELIEVING  , WILD PACIFIC COLD WATER,0.058,17,1
425,KS HEALTHY WEIGHT CAT 20#  , WILD PACIFIC COLD WATER,0.058,17,1
426,CLOS DU BOIS CHARDONNAY  , WILD PACIFIC COLD WATER,0.058,17,1
427,FROSTED MINI-WHEATS 70 OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
428,ONE A DAY WOMEN'S VITAMIN  , SUGAR SNAP PEA,0.058,8.5,0.5
429,7-CHZ RAINBOW TORTELLINI  , SUGAR SNAP PEA,0.058,8.5,0.5
430,MINI BABYBEL CHEESE  , SUGAR SNAP PEA,0.058,8.5,0.5
431,KS HEALTHY WEIGHT CAT 20#  , SUGAR SNAP PEA,0.058,8.5,0.5
432,ORGANIC SPRING MIX  , SUGAR SNAP PEA,0.058,8.5,0.5
433,CHKN POTSTICKERS 9/4.2#  , SUGAR SNAP PEA,0.058,8.5,0.5
434,LA CARRAIA UMBRIA  , SUGAR SNAP PEA,0.058,8.5,0.5
435,WILD PACIFIC COLD WATER  , SUGAR SNAP PEA,0.058,8.5,0.5
436,KALAMATA OLIVES 52.9OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
437,KS MALBEC  , SUGAR SNAP PEA,0.058,8.5,0.5
438,BENMARCO MALBEC  , SUGAR SNAP PEA,0.058,8.5,0.5
439,RASPBERRIES 12OZ CLMSHEL  , SUGAR SNAP PEA,0.058,8.5,0.5
440,ROMA TOMATOES  , SUGAR SNAP PEA,0.058,8.5,0.5
441,SALAD MIX  , SUGAR SNAP PEA,0.058,8.5,0.5
442,ORGANIC BABY SPINACH  , SUGAR SNAP PEA,0.058,8.5,0.5
443,RICE KRISPIE TRT 54/.78 Z  , SUGAR SNAP PEA,0.058,8.5,0.5
444,KS CHARDONNAY 1.5L  , SUGAR SNAP PEA,0.058,8.5,0.5
445,SOUVERAIN CHARDONNAY  , SUGAR SNAP PEA,0.058,8.5,0.5
446,NP ORG FLAX GRNOLA 35.3Z  , SUGAR SNAP PEA,0.117,8.5,1
447,CLOS DU BOIS CHARDONNAY  , SUGAR SNAP PEA,0.058,8.5,0.5
448,DELUXE VEGETBLE BLND 8/5#  , SUGAR SNAP PEA,0.058,8.5,0.5
449,HALF & HALF UP HG  , SUGAR SNAP PEA,0.058,8.5,0.5
450,WHOLE GRAIN WHITE 2/32 OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
451,SCOOP AWAY 42LB LITTER BG  , SUGAR SNAP PEA,0.058,8.5,0.5
452,RED SKIN MASHED POTATOES  , SUGAR SNAP PEA,0.058,8.5,0.5
453,GOURMET MEDLEY POTATOES  , SUGAR SNAP PEA,0.058,8.5,0.5
454,ROMAINE HEARTS  6 CT BAG  , SUGAR SNAP PEA,0.058,8.5,0.5
455,FRESH CELERY STALKS  , SUGAR SNAP PEA,0.058,8.5,0.5
456,COFFEEMATE F.VAN. 1/64 OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
457,ENGLISH CUCUMBERS  , SUGAR SNAP PEA,0.058,8.5,0.5
458,ORGANIC GREEN BEANS 8/5#  , SUGAR SNAP PEA,0.058,8.5,0.5
459,FRIGO STRING CHEESE 60/1Z  , SUGAR SNAP PEA,0.058,8.5,0.5
460,SALONPAS PAIN RELIEVING  , SUGAR SNAP PEA,0.058,8.5,0.5
461,KS MOIST FLUSHABLE WIPES  , SUGAR SNAP PEA,0.058,8.5,0.5
462,KS PLC WRAP 2/750'11 7/8  , SUGAR SNAP PEA,0.058,8.5,0.5
463,CRIMINI MUSHROOMS  , SUGAR SNAP PEA,0.058,8.5,0.5
464,KASIA'S PIEROGI 8/3-14 OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
465,GLADE SCENTED OIL HWN BRZ  , SUGAR SNAP PEA,0.058,8.5,0.5
466,KS BUTTER QTRS  6-4/1#  , SUGAR SNAP PEA,0.058,8.5,0.5
467,CEDAR GRILLING PLANKS 6PK  , SUGAR SNAP PEA,0.058,8.5,0.5
468,SUGAR SNAP PEA  , SUGAR SNAP PEA,0.117,8.5,1
469,BTB ORG CHICKEN BASE 16OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
470,GAROFALO PASTA VTY 6/1.1#  , SUGAR SNAP PEA,0.058,8.5,0.5
471,ORGANIC BABY PEAS 8/5#  , SUGAR SNAP PEA,0.058,8.5,0.5
472,KS 2PLY BATH TIS 30/425SH  , SUGAR SNAP PEA,0.058,8.5,0.5
473,KJ GRAND RSV CHARDONNAY  , SUGAR SNAP PEA,0.058,8.5,0.5
474,CHICKEN POT PIES 8CT/10OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
475,FOUR BEAN SALAD 2/35.5 OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
476,GAROFALO SPAG 8/17.6OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
477,BAGELS 12 COUNT  , SUGAR SNAP PEA,0.058,8.5,0.5
478,BROCCOLI FLORETS 8/3.5#  , SUGAR SNAP PEA,0.058,8.5,0.5
479,KS PECORINO ROMANO 1.7#RW  , SUGAR SNAP PEA,0.058,8.5,0.5
480,WHOLE ARTICHOKES 6/2-32OZ  , SUGAR SNAP PEA,0.058,8.5,0.5
481,BODEGA NORTON MALBEC RSV  , SUGAR SNAP PEA,0.058,8.5,0.5
482,FOUR BEAN SALAD 2/35.5 OZ  , KJ GRAND RSV CHARDONNAY,0.058,17,1
483,CEDAR GRILLING PLANKS 6PK  , KJ GRAND RSV CHARDONNAY,0.058,17,1
484,CHICKEN POT PIES 8CT/10OZ  , KJ GRAND RSV CHARDONNAY,0.058,17,1
485,KS MALBEC  , KJ GRAND RSV CHARDONNAY,0.058,17,1
486,WILD PACIFIC COLD WATER  , KJ GRAND RSV CHARDONNAY,0.058,17,1
487,BENMARCO MALBEC  , KJ GRAND RSV CHARDONNAY,0.058,17,1
488,RASPBERRIES 12OZ CLMSHEL  , KJ GRAND RSV CHARDONNAY,0.058,17,1
489,WHOLE ARTICHOKES 6/2-32OZ  , KJ GRAND RSV CHARDONNAY,0.058,17,1
490,KS CHARDONNAY 1.5L  , KJ GRAND RSV CHARDONNAY,0.058,17,1
491,SALAD MIX  , KJ GRAND RSV CHARDONNAY,0.058,17,1
492,CHKN POTSTICKERS 9/4.2#  , KJ GRAND RSV CHARDONNAY,0.058,17,1
493,KS HEALTHY WEIGHT CAT 20#  , KJ GRAND RSV CHARDONNAY,0.058,17,1
494,NP ORG FLAX GRNOLA 35.3Z  , KJ GRAND RSV CHARDONNAY,0.058,8.5,1
495,ORGANIC BABY SPINACH  , KJ GRAND RSV CHARDONNAY,0.058,17,1
496,KS BUTTER QTRS  6-4/1#  , KJ GRAND RSV CHARDONNAY,0.058,17,1
497,CLOS DU BOIS CHARDONNAY  , KJ GRAND RSV CHARDONNAY,0.058,17,1
498,SOUVERAIN CHARDONNAY  , KJ GRAND RSV CHARDONNAY,0.058,17,1
499,LA CARRAIA UMBRIA  , KJ GRAND RSV CHARDONNAY,0.058,17,1
500,KJ GRAND RSV CHARDONNAY  , KJ GRAND RSV CHARDONNAY,0.058,17,1
501,KASIA'S PIEROGI 8/3-14 OZ  , KJ GRAND RSV CHARDONNAY,0.058,17,1
502,CRIMINI MUSHROOMS  , KJ GRAND RSV CHARDONNAY,0.058,17,1
503,SALONPAS PAIN RELIEVING  , KJ GRAND RSV CHARDONNAY,0.058,17,1
504,SUGAR SNAP PEA  , KJ GRAND RSV CHARDONNAY,0.058,8.5,1
505,BODEGA NORTON MALBEC RSV  , KJ GRAND RSV CHARDONNAY,0.058,17,1
506,KS 2PLY BATH TIS 30/425SH  , ORGANIC SPRING MIX,0.058,17,1
507,ORGANIC GREEN BEANS 8/5#  , ORGANIC SPRING MIX,0.058,17,1
508,COFFEEMATE F.VAN. 1/64 OZ  , ORGANIC SPRING MIX,0.058,17,1
509,ORGANIC SPRING MIX  , ORGANIC SPRING MIX,0.058,17,1
510,HALF & HALF UP HG  , ORGANIC SPRING MIX,0.058,17,1
511,GOURMET MEDLEY POTATOES  , ORGANIC SPRING MIX,0.058,17,1
512,BTB ORG CHICKEN BASE 16OZ  , ORGANIC SPRING MIX,0.058,17,1
513,GAROFALO PASTA VTY 6/1.1#  , ORGANIC SPRING MIX,0.058,17,1
514,GAROFALO SPAG 8/17.6OZ  , ORGANIC SPRING MIX,0.058,17,1
515,7-CHZ RAINBOW TORTELLINI  , ORGANIC SPRING MIX,0.058,17,1
516,BAGELS 12 COUNT  , ORGANIC SPRING MIX,0.058,17,1
517,BROCCOLI FLORETS 8/3.5#  , ORGANIC SPRING MIX,0.058,17,1
518,ORGANIC BABY PEAS 8/5#  , ORGANIC SPRING MIX,0.058,17,1
519,SUGAR SNAP PEA  , ORGANIC SPRING MIX,0.058,8.5,1
520,ENGLISH CUCUMBERS  , ORGANIC SPRING MIX,0.058,17,1
521,RED SKIN MASHED POTATOES  , ORGANIC SPRING MIX,0.058,17,1
522,FRIGO STRING CHEESE 60/1Z  , ORGANIC SPRING MIX,0.058,17,1
523,KALAMATA OLIVES 52.9OZ  , ORGANIC SPRING MIX,0.058,17,1
524,KS PLC WRAP 2/750'11 7/8  , ORGANIC SPRING MIX,0.058,17,1
525,FROSTED MINI-WHEATS 70 OZ  , ORGANIC SPRING MIX,0.058,17,1
526,GLADE SCENTED OIL HWN BRZ  , ORGANIC SPRING MIX,0.058,17,1
527,KS PECORINO ROMANO 1.7#RW  , ORGANIC SPRING MIX,0.058,17,1
528,DELUXE VEGETBLE BLND 8/5#  , ORGANIC SPRING MIX,0.058,17,1
529,KS MOIST FLUSHABLE WIPES  , ORGANIC SPRING MIX,0.058,17,1
530,WHOLE GRAIN WHITE 2/32 OZ  , ORGANIC SPRING MIX,0.058,17,1
531,MINI BABYBEL CHEESE  , ORGANIC SPRING MIX,0.058,17,1
532,FRESH CELERY STALKS  , ORGANIC SPRING MIX,0.058,17,1
533,ROMAINE HEARTS  6 CT BAG  , ORGANIC SPRING MIX,0.058,17,1
534,SCOOP AWAY 42LB LITTER BG  , ORGANIC SPRING MIX,0.058,17,1
535,NP ORG FLAX GRNOLA 35.3Z  , ORGANIC SPRING MIX,0.058,8.5,1
536,ROMA TOMATOES  , ORGANIC SPRING MIX,0.058,17,1
537,ONE A DAY WOMEN'S VITAMIN  , ORGANIC SPRING MIX,0.058,17,1
538,RICE KRISPIE TRT 54/.78 Z  , ORGANIC SPRING MIX,0.058,17,1
539,KS 2PLY BATH TIS 30/425SH  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
540,ORGANIC BABY PEAS 8/5#  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
541,ONE A DAY WOMEN'S VITAMIN  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
542,GAROFALO SPAG 8/17.6OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
543,DELUXE VEGETBLE BLND 8/5#  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
544,GOURMET MEDLEY POTATOES  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
545,GAROFALO PASTA VTY 6/1.1#  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
546,NP ORG FLAX GRNOLA 35.3Z  , ONE A DAY WOMEN'S VITAMIN,0.058,8.5,1
547,WHOLE GRAIN WHITE 2/32 OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
548,FROSTED MINI-WHEATS 70 OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
549,KALAMATA OLIVES 52.9OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
550,BAGELS 12 COUNT  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
551,KS PECORINO ROMANO 1.7#RW  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
552,SUGAR SNAP PEA  , ONE A DAY WOMEN'S VITAMIN,0.058,8.5,1
553,SCOOP AWAY 42LB LITTER BG  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
554,BROCCOLI FLORETS 8/3.5#  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
555,7-CHZ RAINBOW TORTELLINI  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
556,FRIGO STRING CHEESE 60/1Z  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
557,COFFEEMATE F.VAN. 1/64 OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
558,KS MOIST FLUSHABLE WIPES  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
559,ENGLISH CUCUMBERS  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
560,ROMAINE HEARTS  6 CT BAG  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
561,KS PLC WRAP 2/750'11 7/8  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
562,RICE KRISPIE TRT 54/.78 Z  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
563,MINI BABYBEL CHEESE  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
564,ROMA TOMATOES  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
565,HALF & HALF UP HG  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
566,BTB ORG CHICKEN BASE 16OZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
567,ORGANIC GREEN BEANS 8/5#  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
568,FRESH CELERY STALKS  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
569,ORGANIC SPRING MIX  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
570,GLADE SCENTED OIL HWN BRZ  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
571,RED SKIN MASHED POTATOES  , ONE A DAY WOMEN'S VITAMIN,0.058,17,1
572,ORGANIC BABY SPINACH  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
573,RASPBERRIES 12OZ CLMSHEL  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
574,KS HEALTHY WEIGHT CAT 20#  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
575,LA CARRAIA UMBRIA  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
576,KS MALBEC  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
577,KS CHARDONNAY 1.5L  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
578,SOUVERAIN CHARDONNAY  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
579,CRIMINI MUSHROOMS  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
580,BENMARCO MALBEC  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
581,CEDAR GRILLING PLANKS 6PK  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
582,SALONPAS PAIN RELIEVING  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
583,KJ GRAND RSV CHARDONNAY  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
584,CHICKEN POT PIES 8CT/10OZ  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
585,BODEGA NORTON MALBEC RSV  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
586,KASIA'S PIEROGI 8/3-14 OZ  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
587,NP ORG FLAX GRNOLA 35.3Z  , RASPBERRIES 12OZ CLMSHEL,0.058,8.5,1
588,SUGAR SNAP PEA  , RASPBERRIES 12OZ CLMSHEL,0.058,8.5,1
589,WHOLE ARTICHOKES 6/2-32OZ  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
590,CHKN POTSTICKERS 9/4.2#  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
591,WILD PACIFIC COLD WATER  , RASPBERRIES 12OZ CLMSHEL,0.058,17,1
