S.No.,Rule,Support,Lift,Confidence
266,S&W BLACK BEANS 8/15 OZ  , S&W BLACK BEANS 8/15 OZ,0.034,29,1
267,KS MULTIGRAIN BREAD 2/28Z  , S&W BLACK BEANS 8/15 OZ,0.034,14.5,1
268,MAYOCOBA BEANS  20LB  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,29,1
269,KS WHEAT BREAD  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,7.25,1
270,KS CRAN COCKTAIL 2/96 OZ  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,9.666,1
271,STRAWBERRY 2/32Z SMUCKERS  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,29,1
272,PETITE PALMIERS 32 OZ  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,9.666,1
273,SUNNY D 2/128Z FL STYLE  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,14.5,1
274,CHOLULA HOTSAUCE 2/12 OZ.  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,29,1
275,KS MANDARIN ORANGE 20/4Z  , CHOLULA HOTSAUCE 2/12 OZ.,0.034,29,1
276,KS CRAN COCKTAIL 2/96 OZ  , STRAWBERRY 2/32Z SMUCKERS,0.034,9.666,1
277,KS WHEAT BREAD  , STRAWBERRY 2/32Z SMUCKERS,0.034,7.25,1
278,CHOLULA HOTSAUCE 2/12 OZ.  , STRAWBERRY 2/32Z SMUCKERS,0.034,29,1
279,SUNNY D 2/128Z FL STYLE  , STRAWBERRY 2/32Z SMUCKERS,0.034,14.5,1
280,MAYOCOBA BEANS  20LB  , STRAWBERRY 2/32Z SMUCKERS,0.034,29,1
281,KS MANDARIN ORANGE 20/4Z  , STRAWBERRY 2/32Z SMUCKERS,0.034,29,1
282,STRAWBERRY 2/32Z SMUCKERS  , STRAWBERRY 2/32Z SMUCKERS,0.034,29,1
283,PETITE PALMIERS 32 OZ  , STRAWBERRY 2/32Z SMUCKERS,0.034,9.666,1
284,GAROFALO PASTA VTY 6/1.1#  , BTB ORG CHICKEN BASE 16OZ,0.034,29,1
285,WHOLE GRAIN WHITE 2/32 OZ  , BTB ORG CHICKEN BASE 16OZ,0.034,14.5,1
286,GAROFALO SPAG 8/17.6OZ  , BTB ORG CHICKEN BASE 16OZ,0.034,14.5,1
287,NP ORG FLAX GRNOLA 35.3Z  , BTB ORG CHICKEN BASE 16OZ,0.034,5.8,1
288,BTB ORG CHICKEN BASE 16OZ  , BTB ORG CHICKEN BASE 16OZ,0.034,29,1
289,KALAMATA OLIVES 52.9OZ  , BTB ORG CHICKEN BASE 16OZ,0.034,29,1
290,FROSTED MINI-WHEATS 70 OZ  , BTB ORG CHICKEN BASE 16OZ,0.034,9.666,1
291,HEINZ KETCHUP 3/44 OZ.  , KELLOGGS RAISIN BRAN 76.5,0.034,29,1
292,OROWEAT PICK 2-2/32 OZ.  , KELLOGGS RAISIN BRAN 76.5,0.034,29,1
293,KELLOGGS RAISIN BRAN 76.5  , KELLOGGS RAISIN BRAN 76.5,0.034,29,1
294,MAYOCOBA BEANS  20LB  , MAYOCOBA BEANS  20LB,0.034,29,1
295,PETITE PALMIERS 32 OZ  , MAYOCOBA BEANS  20LB,0.034,9.666,1
296,SUNNY D 2/128Z FL STYLE  , MAYOCOBA BEANS  20LB,0.034,14.5,1
297,KS CRAN COCKTAIL 2/96 OZ  , MAYOCOBA BEANS  20LB,0.034,9.666,1
298,CHOLULA HOTSAUCE 2/12 OZ.  , MAYOCOBA BEANS  20LB,0.034,29,1
299,KS WHEAT BREAD  , MAYOCOBA BEANS  20LB,0.034,7.25,1
300,STRAWBERRY 2/32Z SMUCKERS  , MAYOCOBA BEANS  20LB,0.034,29,1
301,KS MANDARIN ORANGE 20/4Z  , MAYOCOBA BEANS  20LB,0.034,29,1
302,SUNPIX HEARTS/PALM 2/25OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
303,WHOLE GRAIN WHITE 2/32 OZ  , QUAKER TOASTED OATMEAL,0.034,14.5,1
304,KS ARTICHOKE IN OIL 2/33Z  , QUAKER TOASTED OATMEAL,0.034,29,1
305,MISSION 10 FLOUR TORT.  , QUAKER TOASTED OATMEAL,0.034,29,1
306,XL PITTED BLK OLIVES 8/6Z  , QUAKER TOASTED OATMEAL,0.034,14.5,1
307,KS PURE HONEY BEAR 3/24OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
308,SWISS MISS NO-SUGAR 60CT  , QUAKER TOASTED OATMEAL,0.034,29,1
309,HUNT'S SNACK PACK 36/3.75  , QUAKER TOASTED OATMEAL,0.034,29,1
310,KS CHICKEN BREAST 6/12.5Z  , QUAKER TOASTED OATMEAL,0.034,29,1
311,FROSTED MINI-WHEATS 70 OZ  , QUAKER TOASTED OATMEAL,0.034,9.666,1
312,KS ORG EX V OLIVE OIL 2L  , QUAKER TOASTED OATMEAL,0.034,29,1
313,KS ORG DICED TOM 8/14.5OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
314,QUAKER TOASTED OATMEAL  , QUAKER TOASTED OATMEAL,0.034,29,1
315,CAPRI SUN SUPERV 40/6 OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
316,GAROFALO SPAG 8/17.6OZ  , QUAKER TOASTED OATMEAL,0.034,14.5,1
317,KS SLICED PEACHES 8/15OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
318,NP ORG FLAX GRNOLA 35.3Z  , QUAKER TOASTED OATMEAL,0.034,5.8,1
319,KS RED RASPBERRY 42 OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
320,STUFF QUEEN OLIVES 2/21OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
321,KS MARINARA SAUCE 3/32OZ  , QUAKER TOASTED OATMEAL,0.034,29,1
322,N.O. HONEY WHEAT 2PK 20OZ  , N.O. HONEY WHEAT 2PK 20OZ,0.034,29,1
323,CAPRI SUN 10% JUICE 40/6Z  , CAPRI SUN 10% JUICE 40/6Z,0.034,29,1
324,LEM-LIME POWDER 76.5Z GAT  , CAPRI SUN 10% JUICE 40/6Z,0.034,29,1
325,BEST FOODS MAYO 64 OZ  , CAPRI SUN 10% JUICE 40/6Z,0.034,29,1
326,S.V. PINTO BEANS   8/15 Z  , CAPRI SUN 10% JUICE 40/6Z,0.034,29,1
327,SUNDRIED TOMATOES 12/32Z  , CAPRI SUN 100% JUICE,0.068,9.666,0.67
328,GOYA BLACK BEANS 6/15.5 Z  , CAPRI SUN 100% JUICE,0.034,9.666,0.33
329,SCHWEBEL'S GIANT WHITE  , CAPRI SUN 100% JUICE,0.034,9.666,0.33
330,CAPRI SUN 100% JUICE  , CAPRI SUN 100% JUICE,0.103,9.666,1
331,KRAFT PARM CHEESE 24OZ  , CAPRI SUN 100% JUICE,0.034,9.666,0.33
332,KS CRAN COCKTAIL 2/96 OZ  , CAPRI SUN 100% JUICE,0.034,3.222,0.33
333,PETITE PALMIERS 32 OZ  , QUAKER OLD FASHN OATS 10#,0.034,4.833,0.5
334,HOMAI CALROSE RICE 50#  , QUAKER OLD FASHN OATS 10#,0.034,14.5,0.5
335,MAZOLA CORN OIL 2.5GL  , QUAKER OLD FASHN OATS 10#,0.034,14.5,0.5
336,KS WHEAT BREAD  , QUAKER OLD FASHN OATS 10#,0.034,3.625,0.5
337,QUAKER OLD FASHN OATS 10#  , QUAKER OLD FASHN OATS 10#,0.068,14.5,1
338,ORGANICVILLE SESAME 35 OZ  , ORGANICVILLE SESAME 35 OZ,0.034,29,1
339,KS ORGANIC NO-SALT 14.5OZ  , ORGANICVILLE SESAME 35 OZ,0.034,29,1
340,HUNT'S SNACK PACK 36/3.75  , KS SLICED PEACHES 8/15OZ,0.034,29,1
341,WHOLE GRAIN WHITE 2/32 OZ  , KS SLICED PEACHES 8/15OZ,0.034,14.5,1
342,KS ORG DICED TOM 8/14.5OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
343,KS SLICED PEACHES 8/15OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
344,KS PURE HONEY BEAR 3/24OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
345,QUAKER TOASTED OATMEAL  , KS SLICED PEACHES 8/15OZ,0.034,29,1
346,KS RED RASPBERRY 42 OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
347,XL PITTED BLK OLIVES 8/6Z  , KS SLICED PEACHES 8/15OZ,0.034,14.5,1
348,MISSION 10 FLOUR TORT.  , KS SLICED PEACHES 8/15OZ,0.034,29,1
349,KS CHICKEN BREAST 6/12.5Z  , KS SLICED PEACHES 8/15OZ,0.034,29,1
350,GAROFALO SPAG 8/17.6OZ  , KS SLICED PEACHES 8/15OZ,0.034,14.5,1
351,SWISS MISS NO-SUGAR 60CT  , KS SLICED PEACHES 8/15OZ,0.034,29,1
352,NP ORG FLAX GRNOLA 35.3Z  , KS SLICED PEACHES 8/15OZ,0.034,5.8,1
353,KS ARTICHOKE IN OIL 2/33Z  , KS SLICED PEACHES 8/15OZ,0.034,29,1
354,CAPRI SUN SUPERV 40/6 OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
355,SUNPIX HEARTS/PALM 2/25OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
356,STUFF QUEEN OLIVES 2/21OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
357,KS MARINARA SAUCE 3/32OZ  , KS SLICED PEACHES 8/15OZ,0.034,29,1
358,KS ORG EX V OLIVE OIL 2L  , KS SLICED PEACHES 8/15OZ,0.034,29,1
359,FROSTED MINI-WHEATS 70 OZ  , KS SLICED PEACHES 8/15OZ,0.034,9.666,1
360,KS GREEN BEANS 12/14.5OZ  , KS GREEN BEANS 12/14.5OZ,0.034,29,1
361,APPLE BERRY SQUEEZABLE  , KS GREEN BEANS 12/14.5OZ,0.034,29,1
362,B&W WILD PINK SALMON 6/6Z  , KS GREEN BEANS 12/14.5OZ,0.034,29,1
363,HUNTS SNACK PACK 36/3.75  , KS GREEN BEANS 12/14.5OZ,0.034,29,1
364,GO GO APPLESAUCE 16/3.2OZ  , KS GREEN BEANS 12/14.5OZ,0.034,29,1
365,SUNPIX HEARTS/PALM 2/25OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
366,WHOLE GRAIN WHITE 2/32 OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,14.5,1
367,NP ORG FLAX GRNOLA 35.3Z  , KS ARTICHOKE IN OIL 2/33Z,0.034,5.8,1
368,KS RED RASPBERRY 42 OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
369,KS CHICKEN BREAST 6/12.5Z  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
370,KS ORG EX V OLIVE OIL 2L  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
371,CAPRI SUN SUPERV 40/6 OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
372,GAROFALO SPAG 8/17.6OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,14.5,1
373,KS SLICED PEACHES 8/15OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
374,XL PITTED BLK OLIVES 8/6Z  , KS ARTICHOKE IN OIL 2/33Z,0.034,14.5,1
375,SWISS MISS NO-SUGAR 60CT  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
376,KS ARTICHOKE IN OIL 2/33Z  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
377,KS PURE HONEY BEAR 3/24OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
378,STUFF QUEEN OLIVES 2/21OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
379,KS MARINARA SAUCE 3/32OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
380,QUAKER TOASTED OATMEAL  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
381,KS ORG DICED TOM 8/14.5OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
382,MISSION 10 FLOUR TORT.  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
383,FROSTED MINI-WHEATS 70 OZ  , KS ARTICHOKE IN OIL 2/33Z,0.034,9.666,1
384,HUNT'S SNACK PACK 36/3.75  , KS ARTICHOKE IN OIL 2/33Z,0.034,29,1
385,CAPRI SUN SUPERV 40/6 OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
386,FROSTED MINI-WHEATS 70 OZ  , KS MARINARA SAUCE 3/32OZ,0.034,9.666,1
387,KS ORG EX V OLIVE OIL 2L  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
388,SUNPIX HEARTS/PALM 2/25OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
389,HUNT'S SNACK PACK 36/3.75  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
390,KS PURE HONEY BEAR 3/24OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
391,QUAKER TOASTED OATMEAL  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
392,XL PITTED BLK OLIVES 8/6Z  , KS MARINARA SAUCE 3/32OZ,0.034,14.5,1
393,KS CHICKEN BREAST 6/12.5Z  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
394,GAROFALO SPAG 8/17.6OZ  , KS MARINARA SAUCE 3/32OZ,0.034,14.5,1
395,KS MARINARA SAUCE 3/32OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
396,NP ORG FLAX GRNOLA 35.3Z  , KS MARINARA SAUCE 3/32OZ,0.034,5.8,1
397,SWISS MISS NO-SUGAR 60CT  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
398,MISSION 10 FLOUR TORT.  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
399,KS ARTICHOKE IN OIL 2/33Z  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
400,KS RED RASPBERRY 42 OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
401,STUFF QUEEN OLIVES 2/21OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
402,WHOLE GRAIN WHITE 2/32 OZ  , KS MARINARA SAUCE 3/32OZ,0.034,14.5,1
403,KS SLICED PEACHES 8/15OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
404,KS ORG DICED TOM 8/14.5OZ  , KS MARINARA SAUCE 3/32OZ,0.034,29,1
405,THOMAS' LIGHT ENG MUFFIN  , THOMAS' LIGHT ENG MUFFIN,0.034,29,1
406,HONEY BUNCHES OATS 48OZ  , COFFEEMATE ORIGINAL 56OZ,0.034,29,1
407,SKIPPY CHUNKY 2/48 OZ  , COFFEEMATE ORIGINAL 56OZ,0.034,29,1
408,COFFEEMATE ORIGINAL 56OZ  , COFFEEMATE ORIGINAL 56OZ,0.034,29,1
409,MOTT'S APPLE JUICE 2/128Z  , 412086 PARSLEY FLAKES,0.034,29,1
410,HLTHY BGNNNGS WHITE WHEAT  , 412086 PARSLEY FLAKES,0.034,29,1
411,412086 PARSLEY FLAKES  , 412086 PARSLEY FLAKES,0.034,29,1
412,C&F MAYOCOBA BEANS  , 412086 PARSLEY FLAKES,0.034,29,1
413,KS GARLIC & MED SEA SALT  , 412086 PARSLEY FLAKES,0.034,29,1
414,DM FRUIT VTY CUP 20/4 OZ  , 412086 PARSLEY FLAKES,0.034,29,1
415,MOTTS ORIGINAL APPLESAUCE  , 412086 PARSLEY FLAKES,0.034,29,1
416,QUAKER TOASTED OATMEAL  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
417,MISSION 10 FLOUR TORT.  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
418,WHOLE GRAIN WHITE 2/32 OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,14.5,1
419,KS SLICED PEACHES 8/15OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
420,KS ARTICHOKE IN OIL 2/33Z  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
421,KS MARINARA SAUCE 3/32OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
422,KS PURE HONEY BEAR 3/24OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
423,KS ORG DICED TOM 8/14.5OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
424,STUFF QUEEN OLIVES 2/21OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
425,KS RED RASPBERRY 42 OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
426,GAROFALO SPAG 8/17.6OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,14.5,1
427,CAPRI SUN SUPERV 40/6 OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
428,KS ORG EX V OLIVE OIL 2L  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
429,HUNT'S SNACK PACK 36/3.75  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
430,FROSTED MINI-WHEATS 70 OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,9.666,1
431,XL PITTED BLK OLIVES 8/6Z  , KS PURE HONEY BEAR 3/24OZ,0.034,14.5,1
432,NP ORG FLAX GRNOLA 35.3Z  , KS PURE HONEY BEAR 3/24OZ,0.034,5.8,1
433,SWISS MISS NO-SUGAR 60CT  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
434,KS CHICKEN BREAST 6/12.5Z  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
435,SUNPIX HEARTS/PALM 2/25OZ  , KS PURE HONEY BEAR 3/24OZ,0.034,29,1
436,HUNTS SNACK PACK 36/3.75  , GO GO APPLESAUCE 16/3.2OZ,0.034,29,1
437,GO GO APPLESAUCE 16/3.2OZ  , GO GO APPLESAUCE 16/3.2OZ,0.034,29,1
438,B&W WILD PINK SALMON 6/6Z  , GO GO APPLESAUCE 16/3.2OZ,0.034,29,1
439,APPLE BERRY SQUEEZABLE  , GO GO APPLESAUCE 16/3.2OZ,0.034,29,1
440,KS GREEN BEANS 12/14.5OZ  , GO GO APPLESAUCE 16/3.2OZ,0.034,29,1
441,FROSTED MINI-WHEATS 70 OZ  , KS MULTIGRAIN ROUNDS 24CT,0.034,9.666,1
442,KS MULTIGRAIN ROUNDS 24CT  , KS MULTIGRAIN ROUNDS 24CT,0.034,29,1
443,SKIPPY CREAMY 2/48 OZ  , KS MULTIGRAIN ROUNDS 24CT,0.034,29,1
444,6' HOT DOG BUNS 24CT  , KS MULTIGRAIN ROUNDS 24CT,0.034,29,1
445,KS/OS CRANBERRY 2/96 OZ  , KS/OS CRANBERRY 2/96 OZ,0.034,29,1
446,KS SLICED PEACHES 8/15OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
447,WHOLE GRAIN WHITE 2/32 OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,14.5,1
448,KS ARTICHOKE IN OIL 2/33Z  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
449,KS MARINARA SAUCE 3/32OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
450,MISSION 10 FLOUR TORT.  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
451,NP ORG FLAX GRNOLA 35.3Z  , KS ORG DICED TOM 8/14.5OZ,0.034,5.8,1
452,STUFF QUEEN OLIVES 2/21OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
453,SWISS MISS NO-SUGAR 60CT  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
454,KS RED RASPBERRY 42 OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
455,KS CHICKEN BREAST 6/12.5Z  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
456,KS PURE HONEY BEAR 3/24OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
457,XL PITTED BLK OLIVES 8/6Z  , KS ORG DICED TOM 8/14.5OZ,0.034,14.5,1
458,QUAKER TOASTED OATMEAL  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
459,SUNPIX HEARTS/PALM 2/25OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
460,FROSTED MINI-WHEATS 70 OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,9.666,1
461,CAPRI SUN SUPERV 40/6 OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
462,HUNT'S SNACK PACK 36/3.75  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
463,KS ORG EX V OLIVE OIL 2L  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
464,GAROFALO SPAG 8/17.6OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,14.5,1
465,KS ORG DICED TOM 8/14.5OZ  , KS ORG DICED TOM 8/14.5OZ,0.034,29,1
466,NABISCO RITZ CRCKER 3.5LB  , NABISCO RITZ CRCKER 3.5LB,0.034,29,1
467,KS MARINARA SAUCE 3/32OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
468,KS PURE HONEY BEAR 3/24OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
469,FROSTED MINI-WHEATS 70 OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,9.666,1
470,KS ORG DICED TOM 8/14.5OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
471,KS RED RASPBERRY 42 OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
472,MISSION 10 FLOUR TORT.  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
473,KS ARTICHOKE IN OIL 2/33Z  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
474,GAROFALO SPAG 8/17.6OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,14.5,1
475,NP ORG FLAX GRNOLA 35.3Z  , STUFF QUEEN OLIVES 2/21OZ,0.034,5.8,1
476,WHOLE GRAIN WHITE 2/32 OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,14.5,1
477,CAPRI SUN SUPERV 40/6 OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
478,KS CHICKEN BREAST 6/12.5Z  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
479,STUFF QUEEN OLIVES 2/21OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
480,QUAKER TOASTED OATMEAL  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
481,XL PITTED BLK OLIVES 8/6Z  , STUFF QUEEN OLIVES 2/21OZ,0.034,14.5,1
482,KS SLICED PEACHES 8/15OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
483,SWISS MISS NO-SUGAR 60CT  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
484,HUNT'S SNACK PACK 36/3.75  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
485,KS ORG EX V OLIVE OIL 2L  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
486,SUNPIX HEARTS/PALM 2/25OZ  , STUFF QUEEN OLIVES 2/21OZ,0.034,29,1
487,HUNTS SNACK PACK 36/3.75  , APPLE BERRY SQUEEZABLE,0.034,29,1
488,APPLE BERRY SQUEEZABLE  , APPLE BERRY SQUEEZABLE,0.034,29,1
489,GO GO APPLESAUCE 16/3.2OZ  , APPLE BERRY SQUEEZABLE,0.034,29,1
490,KS GREEN BEANS 12/14.5OZ  , APPLE BERRY SQUEEZABLE,0.034,29,1
491,B&W WILD PINK SALMON 6/6Z  , APPLE BERRY SQUEEZABLE,0.034,29,1
492,KS WHEAT BREAD  , KS MANDARIN ORANGE 20/4Z,0.034,7.25,1
493,MAYOCOBA BEANS  20LB  , KS MANDARIN ORANGE 20/4Z,0.034,29,1
494,CHOLULA HOTSAUCE 2/12 OZ.  , KS MANDARIN ORANGE 20/4Z,0.034,29,1
495,KS CRAN COCKTAIL 2/96 OZ  , KS MANDARIN ORANGE 20/4Z,0.034,9.666,1
496,PETITE PALMIERS 32 OZ  , KS MANDARIN ORANGE 20/4Z,0.034,9.666,1
497,STRAWBERRY 2/32Z SMUCKERS  , KS MANDARIN ORANGE 20/4Z,0.034,29,1
498,KS MANDARIN ORANGE 20/4Z  , KS MANDARIN ORANGE 20/4Z,0.034,29,1
499,SUNNY D 2/128Z FL STYLE  , KS MANDARIN ORANGE 20/4Z,0.034,14.5,1
500,KS PURE HONEY BEAR 3/24OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
501,XL PITTED BLK OLIVES 8/6Z  , KS RED RASPBERRY 42 OZ,0.034,14.5,1
502,SUNPIX HEARTS/PALM 2/25OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
503,WHOLE GRAIN WHITE 2/32 OZ  , KS RED RASPBERRY 42 OZ,0.034,14.5,1
504,KS MARINARA SAUCE 3/32OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
505,KS CHICKEN BREAST 6/12.5Z  , KS RED RASPBERRY 42 OZ,0.034,29,1
506,KS ORG DICED TOM 8/14.5OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
507,SWISS MISS NO-SUGAR 60CT  , KS RED RASPBERRY 42 OZ,0.034,29,1
508,KS RED RASPBERRY 42 OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
509,KS ARTICHOKE IN OIL 2/33Z  , KS RED RASPBERRY 42 OZ,0.034,29,1
510,HUNT'S SNACK PACK 36/3.75  , KS RED RASPBERRY 42 OZ,0.034,29,1
511,NP ORG FLAX GRNOLA 35.3Z  , KS RED RASPBERRY 42 OZ,0.034,5.8,1
512,QUAKER TOASTED OATMEAL  , KS RED RASPBERRY 42 OZ,0.034,29,1
513,FROSTED MINI-WHEATS 70 OZ  , KS RED RASPBERRY 42 OZ,0.034,9.666,1
514,GAROFALO SPAG 8/17.6OZ  , KS RED RASPBERRY 42 OZ,0.034,14.5,1
515,KS SLICED PEACHES 8/15OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
516,KS ORG EX V OLIVE OIL 2L  , KS RED RASPBERRY 42 OZ,0.034,29,1
517,CAPRI SUN SUPERV 40/6 OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
518,STUFF QUEEN OLIVES 2/21OZ  , KS RED RASPBERRY 42 OZ,0.034,29,1
519,MISSION 10 FLOUR TORT.  , KS RED RASPBERRY 42 OZ,0.034,29,1
520,KALAMATA OLIVES 52.9OZ  , GAROFALO PASTA VTY 6/1.1#,0.034,29,1
521,BTB ORG CHICKEN BASE 16OZ  , GAROFALO PASTA VTY 6/1.1#,0.034,29,1
522,NP ORG FLAX GRNOLA 35.3Z  , GAROFALO PASTA VTY 6/1.1#,0.034,5.8,1
523,FROSTED MINI-WHEATS 70 OZ  , GAROFALO PASTA VTY 6/1.1#,0.034,9.666,1
524,WHOLE GRAIN WHITE 2/32 OZ  , GAROFALO PASTA VTY 6/1.1#,0.034,14.5,1
525,GAROFALO SPAG 8/17.6OZ  , GAROFALO PASTA VTY 6/1.1#,0.034,14.5,1
526,GAROFALO PASTA VTY 6/1.1#  , GAROFALO PASTA VTY 6/1.1#,0.034,29,1
527,GAROFALO SPAG 8/17.6OZ  , GAROFALO SPAG 8/17.6OZ,0.068,14.5,1
528,NP ORG FLAX GRNOLA 35.3Z  , GAROFALO SPAG 8/17.6OZ,0.068,5.8,1
529,HUNT'S SNACK PACK 36/3.75  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
530,STUFF QUEEN OLIVES 2/21OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
531,GAROFALO PASTA VTY 6/1.1#  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
532,KS ARTICHOKE IN OIL 2/33Z  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
533,BTB ORG CHICKEN BASE 16OZ  , GAROFALO SPAG 8/17.6OZ,0.034,14.5,0.5
